,x,y
416,15.809935,5.707179
417,14.146577,-5.1089573
418,-26.883074,13.969717
419,-26.883074,13.969717
420,24.16349,3.7658572
421,-2.6505873,-18.953115
422,16.634134,4.207299
423,-26.883074,13.969717
424,-26.883074,13.969717
425,-26.883074,13.969717
426,-26.883074,13.969717
427,-4.7005463,-15.812583
428,3.659915,-13.337488
429,-26.883074,13.969717
430,-5.7490225,-9.462273
431,24.442448,4.0553794
432,-26.883074,13.969717
433,15.887894,2.619605
434,-3.8220634,-10.301038
435,-3.2018158,-15.18666
436,22.108719,4.4819856
437,-26.883074,13.969717
438,0.43514374,-19.676485
439,-1.4394059,-6.035647
440,-26.883074,13.969717
441,-2.1142879,-18.526672
442,-9.034499,-9.383932
443,-26.883074,13.969717
444,-0.052877713,-19.749008
445,12.01711,-6.8904786
446,-10.505528,-8.079773
447,4.645596,-21.247923
448,-9.124647,-10.650759
449,2.8758314,-6.2330217
450,-26.883074,13.969717
451,-3.0795465,-18.109478
452,0.4543916,-21.13813
453,16.305504,3.6408112
454,-9.41511,-10.040103
455,0.3602422,-20.28161
456,-4.054398,-19.17904
457,14.42138,-4.649651
458,-26.883074,13.969717
459,-26.883074,13.969717
460,-26.883074,13.969717
461,12.456932,2.6199625
462,1.1320162,-21.827684
463,-8.670398,-12.895786
464,-26.883074,13.969717
465,1.3887609,-21.402214
466,-26.883074,13.969717
467,0.7055884,-20.919298
468,-3.8053446,-17.960827
469,-4.987989,-15.46875
470,2.9741406,-20.781588
471,-3.8003545,-16.298134
472,-2.3926175,-19.61852
473,13.757963,-5.894851
474,-4.871966,-17.589813
475,14.57489,3.5190356
476,5.3521433,-2.366983
477,15.084587,0.12182934
478,-3.6874468,-18.154442
479,12.894408,-4.0804067
480,9.185188,-9.450986
481,3.28149,-13.875549
482,-6.5804996,-6.489641
483,14.310824,-2.6897242
484,19.63417,3.4866006
485,19.20272,-5.9750485
486,2.378041,-21.110703
487,2.6679552,-19.328606
488,11.124505,-9.205185
489,16.27034,3.8130624
490,-26.883074,13.969717
491,6.1414557,-11.931664
492,-5.428322,-10.338428
493,-26.883074,13.969717
494,3.3620596,-5.3238554
495,-26.883074,13.969717
496,-30.512632,12.419636
497,17.705393,6.1075897
498,-1.3297377,-6.8408656
499,18.379362,1.0377854
500,-8.719082,-9.4269705
501,-34.596237,11.574144
502,-4.4942484,-9.007448
503,16.072613,2.0107334
504,2.8207607,-6.897402
505,-1.520433,-7.3760457
506,14.036598,5.973799
507,5.942737,-12.0562525
508,6.3993,-12.844675
509,21.149324,-1.8496082
510,-34.596237,11.574144
511,-34.596237,11.574144
512,-34.596237,11.574144
513,-34.596237,11.574144
514,11.024849,-9.020573
515,19.382318,-5.1122336
516,3.373438,-6.2891655
517,-34.596237,11.574144
518,3.1678798,-3.2679431
519,-34.596237,11.574144
520,-34.596237,11.574144
521,-2.035256,-6.7083745
522,-34.596237,11.574144
523,25.637579,5.6945524
524,13.976558,2.0589776
525,11.098176,-1.6501795
526,18.482817,1.7662627
527,-8.827201,-9.729328
528,4.979234,-19.95399
529,13.567987,-3.9637058
530,10.273354,-9.256973
531,-9.91767,-8.97907
532,20.694624,5.222611
533,25.823734,6.0602217
534,24.663687,5.840514
535,25.92022,5.7270155
536,17.935633,1.5143965
537,2.8259242,-18.681198
538,9.634747,-8.662616
539,-1.7096347,-10.24627
540,23.152437,4.137219
541,-6.457423,-10.851533
542,-4.907637,-17.985449
543,14.701912,-1.8389404
544,24.433569,6.4986215
545,21.9649,3.865764
546,-3.197093,-10.075056
547,-34.596237,11.574144
548,-34.596237,11.574144
549,14.871611,1.8841257
550,6.388706,-0.5144015
551,6.1166487,0.3200478
552,5.648881,-14.77154
553,-8.401792,-12.862532
554,-34.596237,11.574144
555,4.0713263,-3.132595
556,17.450586,2.2262125
557,-34.596237,11.574144
558,-2.68007,-10.446719
559,-8.642088,-13.024205
560,11.102939,-0.67062
561,22.340315,3.8923829
562,13.916355,2.2317903
563,-34.596237,11.574144
564,-34.596237,11.574144
565,-34.596237,11.574144
566,3.345609,-7.5531483
567,20.055216,-1.8208855
568,10.009985,-0.94033074
569,14.565455,2.0087662
570,-34.596237,11.574144
571,-34.596237,11.574144
572,13.8721695,-3.6929662
573,-34.596237,11.574144
574,-9.239399,-7.193502
575,21.08617,-0.7243579
576,-34.596237,11.574144
577,-34.596237,11.574144
578,5.4015117,-10.943201
579,-7.2591043,-6.5657344
580,22.575005,4.4431047
581,-34.596237,11.574144
582,20.59042,-3.5769231
583,-3.916078,-9.927763
584,9.960359,-0.8027111
585,-1.455525,-9.266568
586,23.002968,3.6150496
587,-34.596237,11.574144
588,-34.596237,11.574144
589,10.360128,-0.7989493
590,-4.6796117,-10.205035
591,10.50008,-10.414775
592,-31.535065,9.956601
593,-5.9775796,-7.0887766
594,17.000494,-6.7274113
595,13.408602,1.3371209
596,18.544197,4.400372
597,22.571487,3.1321297
598,-29.339613,11.624844
599,-11.389701,-7.8946047
600,10.78011,-11.042543
601,21.00118,-2.1766732
602,-30.770994,14.513804
603,-8.364895,-11.371369
604,-7.499074,-9.131016
605,15.145252,5.824866
606,4.158168,-18.701258
607,2.9381835,-6.356595
